code
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
10002
10002
-1
-1
-1
10002
0
10002
10002
10002
10002
-1
-1
-1
10002
-1
10002
10002
-1
-1
-1
-1
-1
-3
-1
-1
10002
-1
10002
-1
-1
10002
-1
-1
-1
10002
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
10002
-1
-1
-1
-1
-1
10002
10002
-1
-1
-1
-1
10002
10002
-1
10002
-1
10002
-1
10002
-1
-1
-1
-1
10002
-1
-1
-1
10002
-1
-1
10002
10002
10002
-1
-1
-1
10002
-1
-1
-1
-1
10002
-1
-1
-1
10002
-1
-1
10002
-1
10002
10002
-1
-1
10002
-1
-1
-1
-1
-1
-1
-1
-1
-1
10002
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
10002
10002
-1
-1
-1
-1
-1
-1
10002
10002
10002
10002
10002
10002
-1
-1
-1
10002
-1
10002
-1
-1
-1
10002
10002
-1
-1
-1
-1
-1
-1
-1
-1
-1
10002
-1
-1
-1
-1
-1
-1
10002
10002
-1
-1
-1
10002
-1
-1
-1
-1
10002
10002
10002
-1
-1
-1
10002
-1
10002
10002
-1
-1
10002
-1
-1
10002
-1
-1
10002
-1
-1
-1
-1
10002
-1
-1
10002
-1
-1
-1
-1
-1
10002
10002
10002
10002
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
10002
-1
-1
-1
10002
-1
-1
-1
-1
10002
-1
-1
10002
-1
10002
10002
-1
-1
-1
-1
-1
-1
-1
10002
-1
-1
-1
10002
10002
-1
-1
-1
-1
10002
-1
10002
10002
10002
10002
-1
10002
-1
-1
-1
-1
-1
-1
-1
10002
10002
0
10002
10002
10002
-1
-1
10002
10002
10002
10002
-1
-1
10002
10002
10002
10002
10002
-1
-1
-1
-1
-1
10002
-1
-1
-1
-1
-1
10002
-1
-1
-1
-1
-1
-1
-1
-1
10002
-1
-1
10002
10002
-1
-1
-1
-1
10002
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
10002
-1
-1
10002
-1
-1
-1
-1
10002
-1
-1
-1
-1
10002
10002
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
10002
-1
10002
-1
10002
10002
0
0
-1
-1
-1
-1
-1
-1
-1
10002
-1
-1
-1
-1
-1
-1
-1
10002
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
10002
-1
10002
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
10002
-1
-1
10002
10002
10002
10002
-1
10002
-1
-1
-1
-1
-1
10002
-1
10002
10002
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
10002
10002
-1
-1
-1
-1
-1
-1
-1
10002
-1
-1
-1
-1
-1
-1
-1
10002
-1
-1
10002
10002
10002
-1
-1
-1
10002
-1
10002
-1
-1
-1
10002
-1
-1
-1
-1
-1
10002
10002
10002
10002
-1
-1
-1
-1
10002
-1
10002
10002
